program_id,label_en,label_fr,org_years
BNY04,Drug Treatment Court Funding Program,Programme de financement des tribunaux de traitement de la toxicomanie,"{""jus"": [""2026-2027""]}"
BNY05,Victims of Crime,Victimes d'actes criminels,"{""jus"": [""2026-2027""]}"
BNY06,Youth Justice,Justice pour les jeunes,"{""jus"": [""2026-2027""]}"
BNY07,Family Justice,Justice pour la famille,"{""jus"": [""2026-2027""]}"
BNY08,Indigenous Justice,Justice pour les autochtones,"{""jus"": [""2026-2027""]}"
BNY09,Justice System Partnerships,Partenariats avec le système de justice,"{""jus"": [""2026-2027""]}"
BNY10,Ombudsman for Victims of Crime,Ombudsman des victimes d'actes criminels,"{""jus"": [""2026-2027""]}"
BUN01,Operations in Canada,Opérations au Canada,"{""dnd-mdn"": [""2026-2027""]}"
BUN02,Operations in North America,Opérations en Amérique du Nord,"{""dnd-mdn"": [""2026-2027""]}"
BUN03,International Operations,Opérations internationales,"{""dnd-mdn"": [""2026-2027""]}"
BUN04,Global Engagement,Engagement mondial,"{""dnd-mdn"": [""2026-2027""]}"
BUN05,Cyber Operations,Cyberopérations,"{""dnd-mdn"": [""2026-2027""]}"
BUN06,"Command, Control and Sustainment of Operations","Commandement, contrôle et poursuite prolongée des opérations","{""dnd-mdn"": [""2026-2027""]}"
BUN07,Special Operations,Opérations spéciales,"{""dnd-mdn"": [""2026-2027""]}"
BUO01,Strategic Command and Control,Commandement et contrôle stratégiques,"{""dnd-mdn"": [""2026-2027""]}"
BUO02,Ready Naval Forces,Forces navales prêtes au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO03,Ready Land Forces,Forces terrestres prêtes au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO04,Ready Air and Space Forces,Forces aériennes et spatiales prêtes au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO05,Ready Special Operations Forces,Forces d'opérations spéciales prêtes au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO06,Ready Cyber and Joint Communication and Information Systems (JCIS),Cyberforces et systèmes de communication et d'information interarmées (SCII ) prêts au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO07,Ready Intelligence Forces,Forces du renseignement prêtes au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO08,Ready Joint and Combined Forces,Forces interarmées et multinationales prêtes au combat,"{""dnd-mdn"": [""2026-2027""]}"
BUO09,"Ready Health, Military Police and Support Forces","Soins de santé, police militaire et forces de soutien prêts à l'action","{""dnd-mdn"": [""2026-2027""]}"
BUO10,Equipment Support,Soutien de l'équipement,"{""dnd-mdn"": [""2026-2027""]}"
BUO11,Canadian Forces Liaison Council and Employer Support,Conseil de liaison des Forces canadiennes et appui des employeurs,"{""dnd-mdn"": [""2026-2027""]}"
BUP01,Recruitment,Recrutement,"{""dnd-mdn"": [""2026-2027""]}"
BUP02,Individual Training and Professional Military Education,Instruction individuelle et formation professionnelle militaire,"{""dnd-mdn"": [""2026-2027""]}"
BUP03,Total Health Care,Gamme complète des soins de santé,"{""dnd-mdn"": [""2026-2027""]}"
BUP04,Defence Team Management,Gestion de l'Équipe de la Défense,"{""dnd-mdn"": [""2026-2027""]}"
BUP05,Military Transition,Transition de la vie militaire à la vie civile,"{""dnd-mdn"": [""2026-2027""]}"
BUP06,Military Member and Family Support,Soutien fourni au militaire et à sa famille,"{""dnd-mdn"": [""2026-2027""]}"
BUP07,Military History and Heritage,Histoire et patrimoine militaires,"{""dnd-mdn"": [""2026-2027""]}"
BUP08,Military Law Services/Military Justice Superintendence,Services du droit militaire/Exercice de l'autorité de justice militaire,"{""dnd-mdn"": [""2026-2027""]}"
BUP09,Ombudsman,Ombudsman,"{""dnd-mdn"": [""2026-2027""]}"
BUP10,Cadets and Junior Canadian Rangers (Youth Program),Cadets et Rangers juniors canadiens (Programme jeunesse),"{""dnd-mdn"": [""2026-2027""]}"
BUQ01,Joint Force Development,Développement des forces interarmées,"{""dnd-mdn"": [""2026-2027""]}"
BUQ02,Naval Force Development,Développement de la force navale,"{""dnd-mdn"": [""2026-2027""]}"
BUQ03,Land Force Development,Développement de la force terrestre,"{""dnd-mdn"": [""2026-2027""]}"
BUQ04,Air and Space Force Development,Développement de la force aérienne et spatiale,"{""dnd-mdn"": [""2026-2027""]}"
BUQ05,Special Operations Force Development,Développement des forces d'opérations spéciales,"{""dnd-mdn"": [""2026-2027""]}"
BUQ06,Cyber and Joint Communication Information Systems (CIS) Force Development,Développement de la cyberforce et de la force du systèmes d'information et communications (SIC) interarmées,"{""dnd-mdn"": [""2026-2027""]}"
BUQ07,Intelligence Force Development,Développement de la force du renseignement,"{""dnd-mdn"": [""2026-2027""]}"
BUQ08,"Science, Technology and Innovation","Sciences, technologie et innovation","{""dnd-mdn"": [""2026-2027""]}"
BUR01,Maritime Equipment Acquisition,Acquisition d'équipements maritimes,"{""dnd-mdn"": [""2026-2027""]}"
BUR02,Land Equipment Acquisition,Acquisition d'équipements terrestres,"{""dnd-mdn"": [""2026-2027""]}"
BUR03,Aerospace Equipment Acquisition,Acquisition d'équipements aérospatiaux,"{""dnd-mdn"": [""2026-2027""]}"
BUR04,"Defence Information Technology Systems Acquisition, Design and Delivery","Acquisition, conception et livraison de systèmes de technologie de l'information de la Défense","{""dnd-mdn"": [""2026-2027""]}"
BUR05,Defence Materiel Management,Gestion du matériel de la Défense,"{""dnd-mdn"": [""2026-2027""]}"
BUS01,Defence Infrastructure Program Management,Gestion du Programme d'infrastructure de la Défense,"{""dnd-mdn"": [""2026-2027""]}"
BUS02,"Defence Infrastructure Construction, Recapitalization and Investment","Infrastructure de la Défense : construction, réfection et investissement","{""dnd-mdn"": [""2026-2027""]}"
BUS03,"Defence Infrastructure Maintenance, Support and Operations","Infrastructure de la Défense : entretien, soutien et opérations","{""dnd-mdn"": [""2026-2027""]}"
BUS04,Defence Residential Housing,Logements résidentiels de la Défense,"{""dnd-mdn"": [""2026-2027""]}"
BUS05,"Defence Information Systems, Services and Programme Management","Gestion des programmes, systèmes et services d'information de la Défense","{""dnd-mdn"": [""2026-2027""]}"
BUS06,Environment and Sustainable Management,Environnement et gestion durable,"{""dnd-mdn"": [""2026-2027""]}"
BUS07,Indigenous Affairs,Affaires autochtones,"{""dnd-mdn"": [""2026-2027""]}"
BUS08,Naval Bases,Bases navales,"{""dnd-mdn"": [""2026-2027""]}"
BUS09,Land Bases,Bases terrestres,"{""dnd-mdn"": [""2026-2027""]}"
BUS10,Air and Space Wings,Escadres aérospatiales,"{""dnd-mdn"": [""2026-2027""]}"
BUS11,"Joint, Common and International Bases","Bases interarmées, communes et internationales","{""dnd-mdn"": [""2026-2027""]}"
BUS12,Military Police Institutional Operations,Opérations institutionnelles de la Police militaire,"{""dnd-mdn"": [""2026-2027""]}"
BUS13,Safety,Sécurité,"{""dnd-mdn"": [""2026-2027""]}"
BYX01,Icebreaking Services,Services de déglaçage,"{""dnd-mdn"": [""2026-2027""]}"
BYX02,Aids to Navigation,Aides à la navigation,"{""dnd-mdn"": [""2026-2027""]}"
BYX03,Waterways Management,Gestion des voies navigables,"{""dnd-mdn"": [""2026-2027""]}"
BYX04,Marine Communications and Traffic Services,Services de communications et de trafic maritimes,"{""dnd-mdn"": [""2026-2027""]}"
BYX05,Shore-based Asset Readiness,État de préparation des actifs terrestres,"{""dnd-mdn"": [""2026-2027""]}"
BYY01,Search and Rescue,Recherche et sauvetage,"{""dnd-mdn"": [""2026-2027""]}"
BYY02,Marine Environmental and Hazards Response,Intervention environnementale,"{""dnd-mdn"": [""2026-2027""]}"
BYY03,Maritime Security,Sécurité maritime,"{""dnd-mdn"": [""2026-2027""]}"
BYY04,Fleet Operational Capability,Capacité opérationnelle de la flotte,"{""dnd-mdn"": [""2026-2027""]}"
BYY05,Fleet Maintenance,Entretien de la flotte,"{""dnd-mdn"": [""2026-2027""]}"
BYY06,Fleet Procurement,Acquisitions de la flotte,"{""dnd-mdn"": [""2026-2027""]}"
BYY07,Canadian Coast Guard College,Collège de la Garde côtière canadienne,"{""dnd-mdn"": [""2026-2027""]}"
BTL01,Canadian Geodetic Survey: Spatially Enabling Canada,Levés géodésiques du Canada : Le Canada à référence spatiale,"{""nrcan-rncan"": [""2026-2027""]}"
BTL02,Geological Knowledge for Canada's Onshore and Offshore Land,Connaissances géologiques des terres côtières et extracôtières du Canada,"{""nrcan-rncan"": [""2026-2027""]}"
BTL03,Core Geospatial Data,Données géospatiales essentielles,"{""nrcan-rncan"": [""2026-2027""]}"
BTL04,Canada-US International Boundary Treaty,Traité de la frontière internationale entre le Canada et les États-Unis,"{""nrcan-rncan"": [""2026-2027""]}"
BTL05,Canada Lands Survey System,Système d'arpentage des terres du Canada,"{""nrcan-rncan"": [""2026-2027""]}"
BTL06,Geoscience for Sustainable Development of Natural Resources,Géoscience pour la valorisation durable des ressources naturelles,"{""nrcan-rncan"": [""2026-2027""]}"
BTL07,Pest Risk Management,Gestion des risques liés aux ravageurs,"{""nrcan-rncan"": [""2026-2027""]}"
BTL08,Forest Climate Change,Changements climatiques liés aux forêts,"{""nrcan-rncan"": [""2026-2027""]}"
BTL09,Climate Change Adaptation,Adaptation aux changements climatiques,"{""nrcan-rncan"": [""2026-2027""]}"
BTL10,Explosives Safety and Security,Sécurité et sûreté des explosifs,"{""nrcan-rncan"": [""2026-2027""]}"
BTL11,Geoscience to Keep Canada Safe,Géoscience pour assurer la sécurité des Canadiens,"{""nrcan-rncan"": [""2026-2027""]}"
BTL12,Wildfire Risk Management,Gestion du risque de feux de végétation,"{""nrcan-rncan"": [""2026-2027""]}"
BTL13,Polar Continental Shelf Program,Programme du plateau continental polaire,"{""nrcan-rncan"": [""2026-2027""]}"
BTM01,"Clean Energy Technology Policy, Research and Engagement","Politique, recherche et mobilisation en matière de technologies énergétiques propres","{""nrcan-rncan"": [""2020-2021""]}"
BTM02,Clean Growth in Natural Resource Sectors,Croissance propre dans les secteurs des ressources naturelles,"{""nrcan-rncan"": [""2020-2021""]}"
BTM03,Energy Innovation Program,Programme d'innovation énergétique,"{""nrcan-rncan"": [""2020-2021""]}"
BTM04,Green Mining Innovation,Innovation Mines vertes,"{""nrcan-rncan"": [""2026-2027""]}"
BTM05,Innovative Forestry Solutions,Solutions forestières novatrices,"{""nrcan-rncan"": [""2026-2027""]}"
BTM06,Integrated Landscape Dynamics,Dynamique intégrée des paysages,"{""nrcan-rncan"": [""2026-2027""]}"
BTM07,Cumulative Effects,Effets cumulatifs,"{""nrcan-rncan"": [""2026-2027""]}"
BTM08,Lower Carbon Transportation,Transport faible en carbone,"{""nrcan-rncan"": [""2026-2027""]}"
BTM09,Electricity Resources,Ressources en électricité,"{""nrcan-rncan"": [""2026-2027""]}"
BTM10,Energy Efficiency,Efficacité énergétique,"{""nrcan-rncan"": [""2026-2027""]}"
BTM11,Energy and Climate Change Policy,Politique en matière d'énergie et de changements climatiques,"{""nrcan-rncan"": [""2026-2027""]}"
BTM12,Innovative Geospatial Solutions,Solutions géospatiales novatrices,"{""nrcan-rncan"": [""2026-2027""]}"
BTM13,Energy Innovation and Clean Technology (EICT),Innovation énergétique et technologies propres (IETP),"{""nrcan-rncan"": [""2026-2027""]}"
BTO01,Forest Sector Competitiveness,Compétitivité du secteur forestier,"{""nrcan-rncan"": [""2026-2027""]}"
BTO02,Provision of Federal Leadership in the Minerals and Metals Sector,Prestation d'un leadership fédéral dans le secteur des minéraux et des métaux,"{""nrcan-rncan"": [""2026-2027""]}"
BTO03,Clean and Conventional Fuels,Combustibles propres et conventionnels,"{""nrcan-rncan"": [""2026-2027""]}"
BTO04,International Energy Engagement,Mobilisation au titre de l'énergie à l'échelle internationale,"{""nrcan-rncan"": [""2021-2022""]}"
BTO05,Statutory Offshore Payments,Paiements législatifs pour les hydrocarbures extracôtiers,"{""nrcan-rncan"": [""2026-2027""]}"
BTO06,Indigenous Partnerships Office,Bureau des partenariats avec les Autochtones,"{""nrcan-rncan"": [""2023-2024""]}"
BTO07,Nòkwewashk,Nòkwewashk,"{""nrcan-rncan"": [""2023-2024""]}"
BTO08,Youth Employment and Skills Strategy - Science and Technology Internship Program (Green Jobs),La Stratégie emploi et compétences jeunesse - Programme de stages en sciences et technologie (Emplois verts),"{""nrcan-rncan"": [""2026-2027""]}"
BTO09,Indigenous Reconciliation and Regulatory Coordination,Réconciliation avec les peuples autochtones et coordination réglementaire,"{""nrcan-rncan"": [""2026-2027""]}"
BVS01,National Security Leadership,Leadership en matière de sécurité nationale,"{""ps-sp"": [""2026-2027""]}"
BVS02,Critical Infrastructure,Infrastructures essentielles,"{""ps-sp"": [""2026-2027""]}"
BVS03,Cyber Security,Cybersécurité,"{""ps-sp"": [""2026-2027""]}"
BVT01,Crime Prevention,Prévention du crime,"{""ps-sp"": [""2026-2027""]}"
BVT02,Law Enforcement and Policing,Application de la loi et police,"{""ps-sp"": [""2026-2027""]}"
BVT03,Serious and Organized Crime,Crime organisé et crimes graves,"{""ps-sp"": [""2026-2027""]}"
BVT04,Border Policy,Politique frontalière,"{""ps-sp"": [""2026-2027""]}"
BVT05,Indigenous Policing,Services de police autochtones,"{""ps-sp"": [""2026-2027""]}"
BVT06,Corrections,Services correctionnels,"{""ps-sp"": [""2026-2027""]}"
BVU01,Emergency Prevention/Mitigation,Prévention et atténuation des urgences,"{""ps-sp"": [""2026-2027""]}"
BVU02,Emergency Preparedness,Préparation aux urgences,"{""ps-sp"": [""2026-2027""]}"
BVU03,Emergency Response/Recovery,Intervention d'urgence et rétablissement,"{""ps-sp"": [""2026-2027""]}"
BVV01,Procurement Leadership,Leadership en matière d'approvisionnement,"{""pwgsc-tpsgc"": [""2021-2022""]}"
BVV02,Procurement Services,Services d'approvisionnement,"{""pwgsc-tpsgc"": [""2021-2022""]}"
BVV03,Procurement Program,Programme des approvisionnements,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVW01,Federal Pay Administration,Administration de la paye fédérale,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVW02,Federal pension Administration,Administration de la pension fédérale,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVW03,Payments Instead of Property Taxes to Local Governments,Paiements en remplacement d'impôts aux administrations locales,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVW04,Payments and Revenue Collection,Paiements et perception des recettes,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVW05,Government-Wide Accounting and Reporting,Comptabilité et production de rapports à l'échelle du gouvernement,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVW06,Cape Breton Operations (CBO) – HR Legacy Benefits,Opérations du Cap-Breton (OCB) – Avantages des legs en matière de RH,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVX01,Federal Accommodation and Infrastructure,Locaux fédéraux et Infrastructure,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVX02,Real Property and Infrastructure Services,Services immobiliers et d'infrastructure,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVX03,Parliament Hill and Surroundings,Colline du Parlement et ses environs,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVX04,Cape Breton Operations (CBO) – Portfolio Management,Opérations du Cap-Breton (OCB) – Gestion du portefeuille,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY01,Linguistic services,Services linguistiques,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY02,Communication Services,Services de communication,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY03,Government-Wide Digital Solutions and Services,Solutions et services numériques pangouvernementaux,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY04,Document Imaging Services,Services d'imagerie documentaire,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY05,Asset Disposal,Aliénation des biens,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY06,Service Management,Gestion des services,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY07,Canadian General Standards Board,Office des normes générales du Canada,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVY08,Security and Oversight Services,Services de sécurité et de surveillance,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BVZ01,Procurement Ombudsman,Ombudsman de l'approvisionnement,"{""pwgsc-tpsgc"": [""2026-2027""]}"
BGR01,Clean Growth and Climate Change Mitigation,Croissance propre et atténuation des changements climatiques,"{""ec"": [""2025-2026""]}"
BGR02,International Environment and Climate Action,Action internationale sur l'environnement et le climat,"{""ec"": [""2025-2026""]}"
BGR03,Climate Change Adaptation,Adaptation aux changements climatiques,"{""ec"": [""2025-2026""]}"
BGR04,Clean Growth and Climate Change Mitigation,Croissance propre et atténuation des changements climatiques,"{""ec"": [""2026-2027""]}"
BGR05,International Environment and Climate Change Engagement,Engagement international sur l'environnement et les changements climatiques,"{""ec"": [""2026-2027""]}"
BGR06,Climate Change Adaptation,Adaptation aux changements climatiques,"{""ec"": [""2026-2027""]}"
BGS01,Air Quality,Qualité de l'air,"{""ec"": [""2025-2026""]}"
BGS02,Water Quality and Ecosystems Partnerships,Qualité de l'eau et partenariat sur les ecosystèmes,"{""ec"": [""2025-2026""]}"
BGS03,Community and Sustainability,Communauté et durabilité,"{""ec"": [""2025-2026""]}"
BGS04,"Aquatic Ecosystems Health, Substances and Waste Management",Santé des écosystèmes aquatiques et gestion des substances et des déchets,"{""ec"": [""2025-2026""]}"
BGS05,Compliance Promotion and Enforcement - Pollution,Promotion de la conformité et application de la loi - Pollution,"{""ec"": [""2025-2026""]}"
BGS06,Canada Water Agency Program,Programme de l'Agence canadienne de l'eau,"{""ec"": [""2024-2025""]}"
BGS07,Environmental Pollution Management,Gestion de la pollution environnementale,"{""ec"": [""2026-2027""]}"
BGS08,Pollution Enforcement,Application de la loi en matière de pollution,"{""ec"": [""2026-2027""]}"
BGT01,Species at Risk,Espèces en péril,"{""ec"": [""2025-2026""]}"
BGT02,Migratory Birds and Other Wildlife,Oiseaux migrateurs et autres espèces sauvages,"{""ec"": [""2025-2026""]}"
BGT03,Habitat Conservation and Protection,Conservation et protection des habitats,"{""ec"": [""2025-2026""]}"
BGT04,Biodiversity Policy and Partnerships,Politiques et partenariats sur la biodiversité,"{""ec"": [""2025-2026""]}"
BGT05,Environmental Assessment,Évaluation environnementale,"{""ec"": [""2025-2026""]}"
BGT06,Compliance Promotion and Enforcement - Wildlife,Promotion de la conformité et application de la loi - Faune,"{""ec"": [""2025-2026""]}"
BGT07,Conservation and Species,Conservation et espèces,"{""ec"": [""2026-2027""]}"
BGT08,Conservation and Species Enforcement,Application de la loi en matière de conservation et d'espèces,"{""ec"": [""2026-2027""]}"
BGU01,"Weather and Environmental Observations, Forecasts and Warnings","Observations, prévisions et avertissements météorologiques et environnementaux","{""ec"": [""2025-2026""]}"
BGU02,Hydrological Services,Services hydrologiques,"{""ec"": [""2025-2026""]}"
BGU03,Meteorological Services,Services météorologiques,"{""ec"": [""2026-2027""]}"
BGU04,Hydrological Service,Service hydrologique,"{""ec"": [""2026-2027""]}"
BYR01,Freshwater Management,Gestion de l'eau douce,"{""ec"": [""2024-2025""], ""cwa-aec"": [""2026-2027""]}"
BYR02,Freshwater Policy and Engagement,Politique et mobilisation de l'eau douce,"{""ec"": [""2024-2025""], ""cwa-aec"": [""2026-2027""]}"
ISS11,Management and Oversight Services,Services de gestion et de surveillance,"{""ec"": [""2026-2027""]}"
ISS12,Communications Services,Services de communication,"{""ec"": [""2026-2027""]}"
ISS13,Legal Services,Services juridiques,"{""ec"": [""2026-2027""]}"
ISS14,Human Resources Management Services,Services de gestion des ressources humaines,"{""ec"": [""2026-2027""]}"
ISS15,Financial Management Services,Services de gestion financière,"{""ec"": [""2026-2027""]}"
ISS16,Information Management Services,Services de gestion de l'information,"{""ec"": [""2026-2027""]}"
ISS17,Information Technology Services,Services de la technologie de l'information,"{""ec"": [""2026-2027""]}"
ISS18,Real Property Management Services,Services de gestion des biens immobiliers,"{""ec"": [""2026-2027""]}"
ISS19,Materiel Management Services,Services de gestion du matériel,"{""ec"": [""2026-2027""]}"
ISS1Z,Acquisition Management Services,Services de gestion des acquisitions,"{""ec"": [""2026-2027""]}"
BTW01,Aviation Safety Regulatory Framework,Cadre réglementaire de la sécurité aérienne,"{""tc"": [""2026-2027""]}"
BTW02,Aviation Safety Oversight,Surveillance de la sécurité aérienne,"{""tc"": [""2026-2027""]}"
BTW03,Aviation Safety Certification,Certification de la sécurité aérienne,"{""tc"": [""2020-2021""]}"
BTW04,Aviation Security Regulatory Framework,Cadre réglementaire de la sûreté aérienne,"{""tc"": [""2026-2027""]}"
BTW05,Aviation Security Oversight,Surveillance de la sûreté aérienne,"{""tc"": [""2026-2027""]}"
BTW06,Aircraft Services,Services aériens,"{""tc"": [""2026-2027""]}"
BTW07,Marine Safety Regulatory Framework,Cadre réglementaire de la sécurité maritime,"{""tc"": [""2026-2027""]}"
BTW08,Marine Safety Oversight,Surveillance de la sécurité maritime,"{""tc"": [""2026-2027""]}"
BTW09,Marine Safety Certification,Certification de la sécurité maritime,"{""tc"": [""2020-2021""]}"
BTW10,Marine Security Regulatory Framework,Cadre réglementaire de la sûreté maritime,"{""tc"": [""2026-2027""]}"
BTW11,Marine Security Oversight,Surveillance de la sûreté maritime,"{""tc"": [""2026-2027""]}"
BTW12,Navigation Protection Program,Programme de protection de la navigation,"{""tc"": [""2020-2021""]}"
BTW13,Rail Safety Regulatory Framework,Cadre réglementaire de la sécurité ferroviaire,"{""tc"": [""2026-2027""]}"
BTW14,Rail Safety Oversight,Surveillance de la sécurité ferroviaire,"{""tc"": [""2026-2027""]}"
BTW15,Rail Safety Improvement Program,Programme d'amélioration de la sécurité ferroviaire,"{""tc"": [""2026-2027""]}"
BTW16,Multi-Modal and Road Safety Regulatory Framework,Cadre réglementaire du transport multimodal et de la sécurité de l'automobile,"{""tc"": [""2026-2027""]}"
BTW17,Multi-Modal and Road Safety Oversight,Surveillance du transport multimodal et de la sécurité de l'automobile,"{""tc"": [""2026-2027""]}"
BTW18,Intermodal Surface Security Regulatory Framework,Cadre réglementaire de la sûreté intermodale du transport terrestre,"{""tc"": [""2024-2025""]}"
BTW19,Rail Security Program,Programme de la sûreté ferroviaire,"{""tc"": [""2026-2027""]}"
BTW20,Transportation of Dangerous Goods Regulatory Framework,Cadre réglementaire pour le transport des marchandises dangereuses,"{""tc"": [""2026-2027""]}"
BTW21,Transportation of Dangerous Goods Oversight,Surveillance du transport des marchandises dangereuses,"{""tc"": [""2026-2027""]}"
BTW22,Transportation of Dangerous Goods Technical Support,Soutien technique du transport des marchandises dangereuses,"{""tc"": [""2026-2027""]}"
BTW23,Multimodal Safety & Security Services,Services de la sécurité et la sûreté multimodales,"{""tc"": [""2018-2019""]}"
BTW24,Security Clearances,Habilitations de sécurité,"{""tc"": [""2026-2027""]}"
BTW25,Emergency Management,Gestion des urgences,"{""tc"": [""2026-2027""]}"
BTW26,National Enforcement Program,Programme national d'application de la loi,"{""tc"": [""2026-2027""]}"
BTW27,National Security and Intelligence Program,Programmes de sécurité nationale et de renseignement,"{""tc"": [""2026-2027""]}"
BTX01,Climate Change and Clean Air,Changement climatique et qualité de l'air,"{""tc"": [""2026-2027""]}"
BTX02,Protecting Oceans and Waterways,Protéger les océans et les voies navigables,"{""tc"": [""2026-2027""]}"
BTX03,Environmental Stewardship of Transportation,Gérance environnementale des transports,"{""tc"": [""2026-2027""]}"
BTX04,Transportation Innovation,Innovation dans le secteur des transports,"{""tc"": [""2026-2027""]}"
BTX05,Indigenous Partnerships and Engagement,Partenariats avec les Autochtones et mobilisation,"{""tc"": [""2026-2027""]}"
BTX06,Navigation Protection Program,Programme de protection de la navigation,"{""tc"": [""2026-2027""]}"
BTY01,Transportation Marketplace Frameworks,Cadres qui appuient le marché des transports,"{""tc"": [""2026-2027""]}"
BTY02,Transportation Analysis,Analyse du secteur des transports,"{""tc"": [""2026-2027""]}"
BTY03,Transportation Infrastructure,Infrastructure de transport,"{""tc"": [""2026-2027""]}"
BTY04,National Trade Corridors,Corridors commerciaux nationaux,"{""tc"": [""2026-2027""]}"
BWI01,Disability Pension Benefits and Allowances,Avantages et allocations pour pensions d'invalidité,"{""vac-acc"": [""2018-2019""]}"
BWI02,"Disability Awards, Critical Injury and Death Benefits","Indemnités d'invalidité, avantages pour blessure grave et de décès","{""vac-acc"": [""2018-2019""]}"
BWI03,Earnings Loss Benefit,Allocation pour perte de revenus,"{""vac-acc"": [""2018-2019""]}"
BWI04,Career Impact Allowance,Allocation pour incidence sur la carrière,"{""vac-acc"": [""2018-2019""]}"
BWI05,Retirement Benefits,Prestations de retraite,"{""vac-acc"": [""2018-2019""]}"
BWI06,Health Care Benefits,Avantages pour soins de santé,"{""vac-acc"": [""2026-2027""]}"
BWI07,Transition Support,Soutient à la transition,"{""vac-acc"": [""2026-2027""]}"
BWI08,Long Term Care,Soins de longue durée,"{""vac-acc"": [""2026-2027""]}"
BWI09,Veterans Independence Program,Programme pour l'autonomie des anciens combattants,"{""vac-acc"": [""2026-2027""]}"
BWI10,Caregiver Recognition Benefit,Allocation de reconnaissance des aidants naturels,"{""vac-acc"": [""2026-2027""]}"
BWI11,War Veterans Allowance,Allocation aux anciens combattants,"{""vac-acc"": [""2026-2027""]}"
BWI12,Income Support,Soutien du revenu,"{""vac-acc"": [""2025-2026""]}"
BWI13,Veterans Emergency Fund,Fonds d'urgence pour les vétérans,"{""vac-acc"": [""2026-2027""]}"
BWI14,Centre of Excellence on Post Traumatic Stress Disorder and Related Mental Health Conditions,Centre d'excellence sur le trouble de stress post-traumatique et les états de santé mentale connexes,"{""vac-acc"": [""2019-2020""]}"
BWI15,Veteran and Family Well Being Fund,Fonds pour le bien être des vétérans et de leur famille,"{""vac-acc"": [""2019-2020""]}"
BWI16,Disability Benefits,Prestations d'invalidité,"{""vac-acc"": [""2026-2027""]}"
BWI17,Research Funding,Financement de la recherche,"{""vac-acc"": [""2019-2020""]}"
BWI18,Research and Innovation,Recherche et innovation,"{""vac-acc"": [""2026-2027""]}"
BWI19,Income Replacement Benefit,Prestation de remplacement du revenu,"{""vac-acc"": [""2026-2027""]}"
BWI20,Canadian Forces Income Support,Soutien du revenu des Forces canadiennes,"{""vac-acc"": [""2026-2027""]}"
BWJ01,Canada Remembers Program,Programme Le Canada se souvient,"{""vac-acc"": [""2026-2027""]}"
BWJ02,Funeral and Burial Program,Programme de funérailles et d'inhumation,"{""vac-acc"": [""2026-2027""]}"
BWK01,Veterans Ombudsperson,Ombudsman des vétérans,"{""vac-acc"": [""2026-2027""]}"
BNW01,Innovation,Innovation,"{""wd-deo"": [""2021-2022""]}"
BNW02,Business Growth,Croissance des entreprises,"{""wd-deo"": [""2021-2022""]}"
BNW03,Business Services,Services aux entreprises,"{""wd-deo"": [""2021-2022""]}"
BNW04,Community Initiatives,Initiatives communautaires,"{""wd-deo"": [""2021-2022""]}"
BYM01,Innovation,Innovation,"{""wd-deo"": [""2026-2027""]}"
BYM02,Business Growth,Croissance des entreprises,"{""wd-deo"": [""2026-2027""]}"
BYM03,Business Services,Services aux entreprises,"{""wd-deo"": [""2026-2027""]}"
BYM04,Community Initiatives,Initiatives communautaires,"{""wd-deo"": [""2026-2027""]}"
BLL01,Business innovation and growth,Innovation et croissance des entreprises,"{""ced-dec"": [""2018-2019""]}"
BLL02,Vitality of communities,Vitalité des collectivités,"{""ced-dec"": [""2026-2027""]}"
BLL03,Targeted or temporary support,Soutien ponctuel ou ciblé,"{""ced-dec"": [""2026-2027""]}"
BLL04,Regional Innovation,Innovation régionale,"{""ced-dec"": [""2026-2027""]}"
BXE01,Export Development Canada (Canada Account),Exportation et développement Canada (Compte du Canada),"{""edc"": [""2026-2027""]}"
BTU00,Manage International Bridges,Gestion de ponts internationaux,"{""fbcl-spfl"": [""2026-2027""]}"
BNM01,Advanced Manufacturing,Fabrication de pointe,"{""feddevontario"": [""2018-2019""]}"
